,page,texto_produto,link_produto_crude,link_produto,timestamp
14,1,"iPhone 11 Pro 512GB Verde Meia-Noite iOS 4G + Wi-Fi Câmera 12MPR$ 8.499,00R$ 7.934,1012x de R$ 661,17 sem jurosInclui ofertaSelo PrimeEste produto inclui oferta Prime",/produto/338826993?pfm_carac=Smartphone&pfm_index=13&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338826993,2020-05-07 11:25:50.909018
15,1,"Iphone 11 Pro Prateado 512gbAvaliações do produtoEste produto possui 2 avaliações com nota média 5Avaliações do produtoEste produto possui 2 avaliações com nota média 5(2)R$ 7.934,1012x de R$ 661,17 sem juros",/produto/338931814?pfm_carac=Smartphone&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338931814,2020-05-07 11:25:50.915014
16,1,"iPhone 11 Pro 256GB Cinza Espacial iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 3 avaliações com nota média 5Avaliações do produtoEste produto possui 3 avaliações com nota média 5(3)R$ 7.799,0012x de R$ 649,91 sem juros",/produto/263001101?pfm_carac=Smartphone&pfm_index=15&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/263001101,2020-05-07 11:25:50.920011
17,1,"iPhone 11 Pro 256GB Dourado iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 1 avaliações com nota média 5Avaliações do produtoEste produto possui 1 avaliações com nota média 5(1)R$ 7.799,0012x de R$ 649,91 sem juros",/produto/262974905?pfm_carac=Smartphone&pfm_index=16&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262974905,2020-05-07 11:25:50.925007
18,1,"iPhone 11 Pro 256GB Verde Meia-Noite iOS 4G + Wi-Fi Câmera 12MPR$ 7.499,0012x de R$ 624,91 sem juros",/produto/262986463?pfm_carac=Smartphone&pfm_index=17&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262986463,2020-05-07 11:25:50.931004
19,1,"iPhone 11 Pro 256GB Prateado iOS 4G + Wi-Fi Câmera 12MPR$ 7.799,00Selo PrimeEste é um produto Prime12x de R$ 649,91 sem juros",/produto/262993567?pfm_carac=Smartphone&pfm_index=18&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262993567,2020-05-07 11:25:50.935995
20,1,"iPhone Xs Ouro 256GB IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 6 avaliações com nota média 4.5Avaliações do produtoEste produto possui 6 avaliações com nota média 4.5(6)R$ 7.444,9812x de R$ 620,41 sem juros",/produto/134074494?pfm_carac=Smartphone&pfm_index=19&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074494,2020-05-07 11:25:50.941993
21,1,"iPhone Xs 512GB Ouro IOS12 4G + Wi-fi Câmera 12MP - AppleR$ 7.399,0012x de R$ 616,58 sem juros",/produto/134074531?pfm_carac=Smartphone&pfm_index=20&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074531,2020-05-07 11:25:50.947993
22,1,"iPhone Xs Max Prata 256GB IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 2 avaliações com nota média 4.5Avaliações do produtoEste produto possui 2 avaliações com nota média 4.5(2)R$ 7.366,4412x de R$ 613,87 sem juros",/produto/134074179?pfm_carac=Smartphone&pfm_index=21&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074179,2020-05-07 11:25:50.952990
23,1,"iPhone 11 Pro Max 64GB Dourado iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 5 avaliações com nota média 5Avaliações do produtoEste produto possui 5 avaliações com nota média 5(5)R$ 7.599,0012x de R$ 633,25 sem juros",/produto/338818854?pfm_carac=Smartphone&pfm_index=22&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338818854,2020-05-07 11:25:50.958981
24,1,"iPhone 11 Pro Max 64GB Prateado iOS 4G + Wi-Fi Câmera 12MAvaliações do produtoEste produto possui 1 avaliações com nota média 5Avaliações do produtoEste produto possui 1 avaliações com nota média 5(1)R$ 7.599,0012x de R$ 633,25 sem juros",/produto/262983764?pfm_carac=Smartphone&pfm_index=23&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262983764,2020-05-07 11:25:50.967976
25,1,"Phone 11 Pro Max 64GB Cinza-Espacial iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 1 avaliações com nota média 4Avaliações do produtoEste produto possui 1 avaliações com nota média 4(1)R$ 7.299,0012x de R$ 608,25 sem juros",/produto/262986009?pfm_carac=Smartphone&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262986009,2020-05-07 11:25:52.144954
26,1,"iPhone 11 Pro Max 64GB Verde Meia-Noite iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 7 avaliações com nota média 4.8571Avaliações do produtoEste produto possui 7 avaliações com nota média 4.8571(7)R$ 7.299,0012x de R$ 608,25 sem juros",/produto/263002104?pfm_carac=Smartphone&pfm_index=1&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/263002104,2020-05-07 11:25:52.150962
27,1,"iPhone 11 Pro 64GB Prateado iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 3 avaliações com nota média 4.3333Avaliações do produtoEste produto possui 3 avaliações com nota média 4.3333(3)R$ 6.999,0012x de R$ 583,25 sem juros",/produto/262988186?pfm_carac=Smartphone&pfm_index=2&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262988186,2020-05-07 11:25:52.156953
28,1,"iPhone Xs Max 64GB Prata IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 4 avaliações com nota média 4.5Avaliações do produtoEste produto possui 4 avaliações com nota média 4.5(4)R$ 6.686,1012x de R$ 557,17 sem juros",/produto/134073985?pfm_carac=Smartphone&pfm_index=3&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134073985,2020-05-07 11:25:52.162948
29,1,"iPhone Xs Max 64GB Cinza  Espacial IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 4 avaliações com nota média 4.75Avaliações do produtoEste produto possui 4 avaliações com nota média 4.75(4)R$ 6.686,1012x de R$ 557,17 sem juros",/produto/134073820?pfm_carac=Smartphone&pfm_index=4&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134073820,2020-05-07 11:25:52.167946
30,1,"iPhone Xs 512GB Prata IOS12 4G + Wi-fi Câmera 12MP - AppleR$ 6.649,0012x de R$ 554,08 sem juros",/produto/134074611?pfm_carac=Smartphone&pfm_index=5&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074611,2020-05-07 11:25:52.172942
31,1,Informar descontoProduto com desconto5%,/produto/134074267?pfm_carac=Smartphone&pfm_index=6&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074267,2020-05-07 11:25:52.177940
32,1,"iPhone Xs Max Cinza Espacial  512GB IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 1 avaliações com nota média 4Avaliações do produtoEste produto possui 1 avaliações com nota média 4(1)R$ 7.039,29R$ 6.649,0012x de R$ 554,08 sem juros",/produto/134074267?pfm_carac=Smartphone&pfm_index=6&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074267,2020-05-07 11:25:52.183930
33,1,"iPhone 11 Pro 64GB Cinza Espacial iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 7 avaliações com nota média 5Avaliações do produtoEste produto possui 7 avaliações com nota média 5(7)R$ 6.999,0012x de R$ 583,25 sem juros",/produto/338868923?pfm_carac=Smartphone&pfm_index=7&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338868923,2020-05-07 11:25:52.191925
34,1,"iPhone 11 Pro 64GB Verde Meia-Noite iOS 4G + Wi-Fi Câmera 12MPAvaliações do produtoEste produto possui 9 avaliações com nota média 5Avaliações do produtoEste produto possui 9 avaliações com nota média 5(9)R$ 6.498,9912x de R$ 541,58 sem juros",/produto/262987028?pfm_carac=Smartphone&pfm_index=8&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262987028,2020-05-07 11:25:52.197921
35,1,"iPhone XR 256GB Branco Tela 6.1” iOS 12 4G 12MP - AppleR$ 5.999,00Selo PrimeEste é um produto Prime12x de R$ 499,91 sem juros",/produto/134353709?pfm_carac=Smartphone&pfm_index=9&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134353709,2020-05-07 11:25:52.203917
36,1,"iPhone Xr 256GB (Product)Red IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 15 avaliações com nota média 4.8Avaliações do produtoEste produto possui 15 avaliações com nota média 4.8(15)R$ 5.999,00Selo PrimeEste é um produto Prime12x de R$ 499,91 sem juros",/produto/134073782?pfm_carac=Smartphone&pfm_index=10&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134073782,2020-05-07 11:25:52.208914
37,1,"iPhone Xs Cinza Espacial 256GB IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 4 avaliações com nota média 4.75Avaliações do produtoEste produto possui 4 avaliações com nota média 4.75(4)R$ 5.899,0012x de R$ 491,58 sem juros",/produto/134073846?pfm_carac=Smartphone&pfm_index=11&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134073846,2020-05-07 11:25:52.213911
38,1,"Iphone 11 Verde 256gbAvaliações do produtoEste produto possui 13 avaliações com nota média 5Avaliações do produtoEste produto possui 13 avaliações com nota média 5(13)R$ 5.799,0012x de R$ 483,25 sem juros",/produto/262984038?pfm_carac=Smartphone&pfm_index=12&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262984038,2020-05-07 11:25:52.219908
39,1,"Iphone 11 Roxo 256gbAvaliações do produtoEste produto possui 12 avaliações com nota média 4.75Avaliações do produtoEste produto possui 12 avaliações com nota média 4.75(12)R$ 5.799,0012x de R$ 483,25 sem juros",/produto/338871911?pfm_carac=Smartphone&pfm_index=13&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338871911,2020-05-07 11:25:52.225904
40,1,"Iphone 11 Preto 256gbAvaliações do produtoEste produto possui 19 avaliações com nota média 4.6842Avaliações do produtoEste produto possui 19 avaliações com nota média 4.6842(19)R$ 5.799,0012x de R$ 483,25 sem juros",/produto/360622639?pfm_carac=Smartphone&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/360622639,2020-05-07 11:25:52.232905
41,1,"iPhone XR 256GB Amarelo Tela 6.1” iOS 12 4G 12MP - AppleR$ 5.499,00Selo PrimeEste é um produto Prime12x de R$ 458,25 sem juros",/produto/134353805?pfm_carac=Smartphone&pfm_index=15&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134353805,2020-05-07 11:25:52.241899
42,1,"iPhone Xs 64GB Cinza Espacial IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 2 avaliações com nota média 4.5Avaliações do produtoEste produto possui 2 avaliações com nota média 4.5(2)R$ 5.499,0012x de R$ 458,25 sem juros",/produto/134074081?pfm_carac=Smartphone&pfm_index=16&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074081,2020-05-07 11:25:52.246898
43,1,"iPhone XR 256GB Preto Tela 6.1” iOS 12 4G 12MP - AppleR$ 5.499,00Selo PrimeEste é um produto Prime12x de R$ 458,25 sem juros",/produto/134347835?pfm_carac=Smartphone&pfm_index=17&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134347835,2020-05-07 11:25:52.253886
44,1,"iPhone XR 256GB Coral Tela 6.1” iOS 12 4G 12MP - AppleR$ 5.499,00Selo PrimeEste é um produto Prime12x de R$ 458,25 sem juros",/produto/134353848?pfm_carac=Smartphone&pfm_index=18&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134353848,2020-05-07 11:25:52.259888
45,1,"iPhone Xs 64GB Prata IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 3 avaliações com nota média 5Avaliações do produtoEste produto possui 3 avaliações com nota média 5(3)R$ 5.499,0012x de R$ 458,25 sem juros",/produto/134074347?pfm_carac=Smartphone&pfm_index=19&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074347,2020-05-07 11:25:52.264885
46,1,"iPhone Xs 64GB Ouro IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 6 avaliações com nota média 5Avaliações do produtoEste produto possui 6 avaliações com nota média 5(6)R$ 5.499,0012x de R$ 458,25 sem juros",/produto/134074005?pfm_carac=Smartphone&pfm_index=20&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074005,2020-05-07 11:25:52.269882
47,1,"iPhone X Cinza Espacial 256GB Tela 5.8"" IOS 11 4G Wi-Fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 13 avaliações com nota média 4.3846Avaliações do produtoEste produto possui 13 avaliações com nota média 4.3846(13)R$ 5.410,0012x de R$ 450,83 sem juros",/produto/132722726?pfm_carac=Smartphone&pfm_index=21&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/132722726,2020-05-07 11:25:52.274879
48,1,"Iphone 11 Roxo 128gbAvaliações do produtoEste produto possui 20 avaliações com nota média 4.85Avaliações do produtoEste produto possui 20 avaliações com nota média 4.85(20)R$ 5.299,0012x de R$ 441,58 sem juros",/produto/262997955?pfm_carac=Smartphone&pfm_index=22&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262997955,2020-05-07 11:25:52.280876
49,1,"iPhone 11 128GB Verde iOS 4G Câmera 12MP - AppleR$ 5.299,0012x de R$ 441,58 sem juros",/produto/1613299439?pfm_carac=Smartphone&pfm_index=23&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/1613299439,2020-05-07 11:25:52.286866
50,1,"iPhone 11 128GB Branco iOS 4G Câmera 12MP - AppleR$ 5.299,0012x de R$ 441,58 sem juros",/produto/1611324784?pfm_carac=Smartphone&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/1611324784,2020-05-07 11:25:54.629932
51,1,"iPhone 11 128GB Preto iOS 4G Câmera 12MP - AppleR$ 5.299,00Selo PrimeEste é um produto Prime12x de R$ 441,58 sem juros",/produto/1611318018?pfm_carac=Smartphone&pfm_index=1&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/1611318018,2020-05-07 11:25:54.637927
52,1,"Iphone 11 Amarelo 128gbAvaliações do produtoEste produto possui 3 avaliações com nota média 5Avaliações do produtoEste produto possui 3 avaliações com nota média 5(3)R$ 5.299,0012x de R$ 441,58 sem juros",/produto/338909254?pfm_carac=Smartphone&pfm_index=2&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338909254,2020-05-07 11:25:54.646920
53,1,"Iphone 11 Verde 128gbAvaliações do produtoEste produto possui 17 avaliações com nota média 4.9412Avaliações do produtoEste produto possui 17 avaliações com nota média 4.9412(17)R$ 5.299,0012x de R$ 441,58 sem juros",/produto/262990809?pfm_carac=Smartphone&pfm_index=3&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262990809,2020-05-07 11:25:54.656916
54,1,"Iphone 11 Vermelho 128gbAvaliações do produtoEste produto possui 5 avaliações com nota média 4.8Avaliações do produtoEste produto possui 5 avaliações com nota média 4.8(5)R$ 5.299,0012x de R$ 441,58 sem juros",/produto/262979247?pfm_carac=Smartphone&pfm_index=4&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262979247,2020-05-07 11:25:54.670906
55,1,"Iphone 11 Preto 128gbAvaliações do produtoEste produto possui 20 avaliações com nota média 4.9Avaliações do produtoEste produto possui 20 avaliações com nota média 4.9(20)R$ 5.299,0012x de R$ 441,58 sem juros",/produto/338918556?pfm_carac=Smartphone&pfm_index=5&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338918556,2020-05-07 11:25:54.677909
56,1,"iPhone 11 64GB Verde iOS 4G Câmera 12MP - AppleR$ 4.999,00Selo PrimeEste é um produto Prime12x de R$ 416,58 sem juros",/produto/1593243234?pfm_carac=Smartphone&pfm_index=6&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/1593243234,2020-05-07 11:25:54.683903
57,1,"Iphone 11 Amarelo 64gbAvaliações do produtoEste produto possui 10 avaliações com nota média 4.5Avaliações do produtoEste produto possui 10 avaliações com nota média 4.5(10)R$ 4.999,0012x de R$ 416,58 sem juros",/produto/262979298?pfm_carac=Smartphone&pfm_index=7&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262979298,2020-05-07 11:25:54.690900
58,1,"iPhone 11 64GB Preto iOS 4G Câmera 12MP - AppleR$ 4.999,0012x de R$ 416,58 sem juros",/produto/1611315933?pfm_carac=Smartphone&pfm_index=8&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/1611315933,2020-05-07 11:25:54.695897
59,1,"Iphone 11 Preto 64gbAvaliações do produtoEste produto possui 29 avaliações com nota média 4.5862Avaliações do produtoEste produto possui 29 avaliações com nota média 4.5862(29)R$ 4.999,0012x de R$ 416,58 sem juros",/produto/338854847?pfm_carac=Smartphone&pfm_index=9&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/338854847,2020-05-07 11:25:54.702891
60,1,"Iphone 11 Roxo 64gbAvaliações do produtoEste produto possui 27 avaliações com nota média 4.7037Avaliações do produtoEste produto possui 27 avaliações com nota média 4.7037(27)R$ 4.999,0012x de R$ 416,58 sem juros",/produto/262978359?pfm_carac=Smartphone&pfm_index=10&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262978359,2020-05-07 11:25:54.707884
61,1,"Iphone 11 Vermelho 256gbAvaliações do produtoEste produto possui 21 avaliações com nota média 4.6667Avaliações do produtoEste produto possui 21 avaliações com nota média 4.6667(21)R$ 4.999,0012x de R$ 416,58 sem jurosInclui ofertaSelo PrimeEste produto inclui oferta Prime",/produto/262997787?pfm_carac=Smartphone&pfm_index=11&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262997787,2020-05-07 11:25:54.713880
62,1,"Iphone 11 Vermelho 64gbAvaliações do produtoEste produto possui 10 avaliações com nota média 4.4Avaliações do produtoEste produto possui 10 avaliações com nota média 4.4(10)R$ 4.999,0012x de R$ 416,58 sem juros",/produto/262996602?pfm_carac=Smartphone&pfm_index=12&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/262996602,2020-05-07 11:25:54.718882
63,1,"iPhone 11 128GB Vermelho iOS 4G Câmera 12MP - AppleR$ 4.770,1712x de R$ 397,51 sem jurosInclui ofertaSelo PrimeEste produto inclui oferta Prime",/produto/1611344814?pfm_carac=Smartphone&pfm_index=13&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/1611344814,2020-05-07 11:25:54.724877
64,1,Informar descontoProduto com desconto17%,/produto/134074380?pfm_carac=Smartphone&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074380,2020-05-07 11:25:54.730874
65,1,"iPhone Xr 256GB Preto IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 6 avaliações com nota média 4.5Avaliações do produtoEste produto possui 6 avaliações com nota média 4.5(6)R$ 5.543,08R$ 4.599,0012x de R$ 383,25 sem juros",/produto/134074380?pfm_carac=Smartphone&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074380,2020-05-07 11:25:54.735871
66,1,"iPhone Xr 256GB Azul IOS12 4G + Wi-fi Câmera 12MP - AppleAvaliações do produtoEste produto possui 4 avaliações com nota média 4.5Avaliações do produtoEste produto possui 4 avaliações com nota média 4.5(4)R$ 4.599,00Selo PrimeEste é um produto Prime12x de R$ 383,25 sem juros",/produto/134074515?pfm_carac=Smartphone&pfm_index=15&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid,https://www.americanas.com.br/produto/134074515,2020-05-07 11:25:54.741867
